folder,file_count,total_uncompressed_bytes,readme_present,results_present,conclusion_present,summary_present,scoreboard_present,spec_present,sample_file_names,numeric_id,slug
0024_press_gap_audit,1,11631,True,False,False,False,False,False,readme.md,0024,press_gap_audit
0025_longhist_signal_atlas,1,25600,True,False,False,False,False,False,readme.md,0025,longhist_signal_atlas
0026_pressure_gradient_experts,1,37759,True,False,False,False,False,False,readme.md,0026,pressure_gradient_experts
0027_pressure_regime_interaction_atlas,1,19101,True,False,False,False,False,False,readme.md,0027,pressure_regime_interaction_atlas
0028_smooth_gated_pressure_experts,1,18525,True,False,False,False,False,False,readme.md,0028,smooth_gated_pressure_experts
0029_official_residual_source_text_range_dynamics,1,40932,True,False,False,False,False,False,readme.md,0029,official_residual_source_text_range_dynamics
0030_multi_signal_local_residual_lab,1,51150,True,False,False,False,False,False,readme.md,0030,multi_signal_local_residual_lab
0031_regime_gated_specialist_selector,1,17699,True,False,False,False,False,False,readme.md,0031,regime_gated_specialist_selector
0032_residual_failure_cluster_discovery,1,30333,True,False,False,False,False,False,readme.md,0032,residual_failure_cluster_discovery
0033_smooth_residual_archetype_specialists,1,35108,True,False,False,False,False,False,readme.md,0033,smooth_residual_archetype_specialists
0034_cluster_centroid_soft_gating,1,22826,True,False,False,False,False,False,readme.md,0034,cluster_centroid_soft_gating
0035_forecast_revision_momentum_deep_dive,1,57480,True,False,False,False,False,False,readme.md,0035,forecast_revision_momentum_deep_dive
0036_revision_centroid_stack_ablation,1,27411,True,False,False,False,False,False,readme.md,0036,revision_centroid_stack_ablation
0037_stack_trust_meta_features,1,38086,True,False,False,False,False,False,readme.md,0037,stack_trust_meta_features
0038_forecast_history_state_deepening,1,58060,True,False,False,False,False,False,readme.md,0038,forecast_history_state_deepening
0039_station_network_forecast_residual_interaction_mining,0,0,False,False,False,False,False,False,,0039,station_network_forecast_residual_interaction_mining
0039_station_network_residuals,1,72583,True,False,False,False,False,False,readme.md,0039,station_network_residuals
0040_station_network_smooth_residuals,1,39384,True,False,False,False,False,False,readme.md,0040,station_network_smooth_residuals
0041_station_network_forecast_stack,1,54660,True,False,False,False,False,False,readme.md,0041,station_network_forecast_stack
0042_trust_router_sensitivity,1,127292,True,False,False,False,False,False,readme.md,0042,trust_router_sensitivity
0043_router_simplification_or_archive_refresh_decision,1,14584,True,False,False,False,False,False,readme.md,0043,router_simplification_or_archive_refresh_decision
0044_forecast_archive_continuous_scored_export,1,6052,True,False,False,False,False,False,readme.md,0044,forecast_archive_continuous_scored_export
0045_missing_press_raw_detail_backfill_or_blocker,1,16749,True,False,False,False,False,False,readme.md,0045,missing_press_raw_detail_backfill_or_blocker
0046_long_history_cross_family_interaction_atlas,1,18265,True,False,False,False,False,False,readme.md,0046,long_history_cross_family_interaction_atlas
0047_station_contribution_atlas,1,21059,True,False,False,False,False,False,readme.md,0047,station_contribution_atlas
0048_gated_residual_specialist_screen,1,13809,True,False,False,False,False,False,readme.md,0048,gated_residual_specialist_screen
0049_router_gate_stack_screen,1,99389,True,False,False,False,False,False,readme.md,0049,router_gate_stack_screen
0050_station_lag_slope_information_atlas,1,93569,True,False,False,False,False,False,readme.md,0050,station_lag_slope_information_atlas
0051_station_regime_interaction_atlas,1,65083,True,False,False,False,False,False,readme.md,0051,station_regime_interaction_atlas
0052_candidate_residual_feature_design_notes,1,73606,True,False,False,False,False,False,readme.md,0052,candidate_residual_feature_design_notes
0053_candidate_timestamp_eligibility_audit,1,23488,True,False,False,False,False,False,readme.md,0053,candidate_timestamp_eligibility_audit
0054_station_only_walkforward_matrix_audit,1,89104,True,False,False,False,False,False,readme.md,0054,station_only_walkforward_matrix_audit
0055_station_only_walkforward_benchmark,1,33947,True,False,False,False,False,False,readme.md,0055,station_only_walkforward_benchmark
0056_station_only_failure_mode_analysis,1,52569,True,False,False,False,False,False,readme.md,0056,station_only_failure_mode_analysis
0057_station_only_residual_specialist_design_queue,1,16268,True,False,False,False,False,False,readme.md,0057,station_only_residual_specialist_design_queue
0058_station_only_late_period_bias_repair,1,14684,True,False,False,False,False,False,readme.md,0058,station_only_late_period_bias_repair
0059_station_only_february_march_transition_specialist,1,17203,True,False,False,False,False,False,readme.md,0059,station_only_february_march_transition_specialist
0060_station_only_spring_transition_pressure_dew_specialist,1,16859,True,False,False,False,False,False,readme.md,0060,station_only_spring_transition_pressure_dew_specialist
0061_station_only_pressure_high_uncertainty_guard,1,14300,True,False,False,False,False,False,readme.md,0061,station_only_pressure_high_uncertainty_guard
0062_station_only_nearby_temperature_level_error_scale,1,14273,True,False,False,False,False,False,readme.md,0062,station_only_nearby_temperature_level_error_scale
0063_station_only_guarded_candidate_stack,1,38197,True,False,False,False,False,False,readme.md,0063,station_only_guarded_candidate_stack
0064_station_only_heat_proxy_specialist_validation,1,20619,True,False,False,False,False,False,readme.md,0064,station_only_heat_proxy_specialist_validation
0065_station_feature_bucket_residual_mining,1,262913,True,False,False,False,False,False,readme.md,0065,station_feature_bucket_residual_mining
0066_station_feature_guarded_stack,1,37081,True,False,False,False,False,False,readme.md,0066,station_feature_guarded_stack
0067_station_official_family_router,1,60269,True,False,False,False,False,False,readme.md,0067,station_official_family_router
0068_prior_calibrated_fusion_screen,1,106154,True,False,False,False,False,False,readme.md,0068,prior_calibrated_fusion_screen
0069_era_source_aware_fusion_model,1,121221,True,False,False,False,False,False,readme.md,0069,era_source_aware_fusion_model
0070_nonlinear_local_residual_fusion_lab,1,106511,True,False,False,False,False,False,readme.md,0070,nonlinear_local_residual_fusion_lab
0071_sparse_specialist_delta_stack,1,80793,True,False,False,False,False,False,readme.md,0071,sparse_specialist_delta_stack
0072_cell_robustness_smooth_shrinkage,1,146226,True,False,False,False,False,False,readme.md,0072,cell_robustness_smooth_shrinkage
0073_source_era_specific_shrinkage,1,135653,True,False,False,False,False,False,readme.md,0073,source_era_specific_shrinkage
0074_online_residual_memory_halflife,1,74546,True,False,False,False,False,False,readme.md,0074,online_residual_memory_halflife
0075_online_residual_memory_refinement,1,79949,True,False,False,False,False,False,readme.md,0075,online_residual_memory_refinement
0076_online_no_regret_trust_router,1,42425,True,False,False,False,False,False,readme.md,0076,online_no_regret_trust_router
0077_remaining_0075_error_feature_mining,1,120273,True,False,False,False,False,False,readme.md,0077,remaining_0075_error_feature_mining
0078_prior_only_residual_specialists,1,56623,True,False,False,False,False,False,readme.md,0078,prior_only_residual_specialists
0079_guarded_specialist_combination,1,56737,True,False,False,False,False,False,readme.md,0079,guarded_specialist_combination
0080_source_era_hardened_specialist_gate,1,82683,True,False,False,False,False,False,readme.md,0080,source_era_hardened_specialist_gate
0081_rss_gate_stability_stress,1,38264,True,False,False,False,False,False,readme.md,0081,rss_gate_stability_stress
0082_refreshed_archive_replay_readiness_audit,1,12271,True,False,False,False,False,False,readme.md,0082,refreshed_archive_replay_readiness_audit
0083_expanded_frame_official_anchor_replay,1,18287,True,False,False,False,False,False,readme.md,0083,expanded_frame_official_anchor_replay
0084_expanded_frame_hardened_official_specialists,1,30428,True,False,False,False,False,False,readme.md,0084,expanded_frame_hardened_official_specialists
0085_long_history_feature_station_residual_bridge,1,30118,True,False,False,False,False,False,readme.md,0085,long_history_feature_station_residual_bridge
0086_guarded_long_history_residual_specialists,1,27966,True,False,False,False,False,False,readme.md,0086,guarded_long_history_residual_specialists
0087_long_history_signal_interaction_specialists,1,30691,True,False,False,False,False,False,readme.md,0087,long_history_signal_interaction_specialists
0088_prior_gated_specialist_stack,1,21498,True,False,False,False,False,False,readme.md,0088,prior_gated_specialist_stack
0089_remaining_error_regime_autopsy,1,62120,True,False,False,False,False,False,readme.md,0089,remaining_error_regime_autopsy
0090_guarded_specialists_from_error_autopsy,1,66541,True,False,False,False,False,False,readme.md,0090,guarded_specialists_from_error_autopsy
0091_near_miss_specialist_failure_analysis,1,18778,True,False,False,False,False,False,readme.md,0091,near_miss_specialist_failure_analysis
0092_blocking_slice_guarded_specialists,1,14772,True,False,False,False,False,False,readme.md,0092,blocking_slice_guarded_specialists
0093_guarded_champion_sensitivity_check,1,65311,True,False,False,False,False,False,readme.md,0093,guarded_champion_sensitivity_check
0094_expanded_high_error_interaction_lab,1,80323,True,False,False,False,False,False,readme.md,0094,expanded_high_error_interaction_lab
0095_mam_error_direction_split_lab,1,74244,True,False,False,False,False,False,readme.md,0095,mam_error_direction_split_lab
0096_directional_cell_failure_audit,1,27412,True,False,False,False,False,False,readme.md,0096,directional_cell_failure_audit
0097_stable_directional_cell_specialist,1,31326,True,False,False,False,False,False,readme.md,0097,stable_directional_cell_specialist
0098_source_submonth_stable_cell_specialist,1,46650,True,False,False,False,False,False,readme.md,0098,source_submonth_stable_cell_specialist
0099_mam_cell_policy_sensitivity,1,103583,True,False,False,False,False,False,readme.md,0099,mam_cell_policy_sensitivity
0100_stable_mam_cell_feature_atlas,1,43808,True,False,False,False,False,False,readme.md,0100,stable_mam_cell_feature_atlas
0101_stable_mam_cell_feature_specialists,1,48379,True,False,False,False,False,False,readme.md,0101,stable_mam_cell_feature_specialists
0102_timestamp_proof_unlock_queue,1,18538,True,False,False,False,False,False,readme.md,0102,timestamp_proof_unlock_queue
0103_current_rss_continuation_without_blocked_sources,0,0,False,False,False,False,False,False,,0103,current_rss_continuation_without_blocked_sources
0103_current_rss_safe_continuation,1,14147,True,False,False,False,False,False,readme.md,0103,current_rss_safe_continuation
AGENTS.md,1,677,False,False,False,False,False,False,agents.md,,AGENTS.md
EXP-0046-HKG-T24-R14,19,79628,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|experiment_report_7500_chars.md|feature_spec.yaml|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|run_config.yaml|scoreboard.csv|status.yaml,,EXP-0046-HKG-T24-R14
EXP-0047-HKG-T24-R15,19,79210,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|experiment_report_7500_chars.md|feature_spec.yaml|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|run_config.yaml|scoreboard.csv|status.yaml,,EXP-0047-HKG-T24-R15
EXP-0048-HKG-T24-R16,19,79670,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|experiment_report_7500_chars.md|feature_spec.yaml|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|run_config.yaml|scoreboard.csv|status.yaml,,EXP-0048-HKG-T24-R16
EXP-0049-HKG-T24-R17,19,79922,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|experiment_report_7500_chars.md|feature_spec.yaml|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|run_config.yaml|scoreboard.csv|status.yaml,,EXP-0049-HKG-T24-R17
EXP-0050,27,391210,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0050
EXP-0051,27,185125,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0051
EXP-0052,27,176737,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0052
EXP-0053,27,181698,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0053
EXP-0054,27,182443,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0054
EXP-0055,27,178925,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0055
EXP-0056,27,180697,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0056
EXP-0057,27,199502,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0057
EXP-0058,27,190381,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0058
EXP-0059,27,194565,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0059
EXP-0060,27,182874,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0060
EXP-0061,27,193357,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0061
EXP-0062,27,190257,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0062
EXP-0063,27,180781,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0063
EXP-0064,27,183837,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0064
EXP-0065,27,184330,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0065
EXP-0066,27,190981,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0066
EXP-0067,27,197682,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0067
EXP-0068,27,194498,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0068
EXP-0069,27,191252,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0069
EXP-0070,27,176514,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0070
EXP-0071,27,179134,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0071
EXP-0072,27,181755,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0072
EXP-0073,27,183923,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0073
EXP-0074,27,174526,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0074
EXP-0075,27,180706,True,True,True,False,True,True,ablation_plan.md|asof_contract.md|conclusion.md|data_manifest.yaml|date_ranges.md|decision.json|experiment_report_7500_chars.md|feature_diagnostics.csv|feature_spec.yaml|feature_support_counts.csv|fold_metrics.csv|hypothesis.md|information_gain.md|metrics.json|negative_controls.md|protocol.md|readme.md|reproduce.md|results.md|row_set_scoreboard.csv|run_config.yaml|scoreboard.csv|scoreboard_common_oof_2020_2023.csv|status.yaml|subgroup_metrics.csv|top_50_error_cases.csv,,EXP-0075
